candidate,arm,tau_0.01,tau_0.02,tau_0.03,tau_0.05,tau_0.075,tau_0.1,tau_0.125,tau_0.15,tau_0.2,tau_0.25,tau_0.3,tau_0.375,tau_0.45,tau_0.55,tau_0.65,tau_0.75,tau_0.85,tau_1
"('Dudemanfellabra', '2011')",net,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,-3.0,-4.0,-4.0,-3.0,-4.0,-5.0,-5.0,-5.0,-9.0,-10.0,-10.0
"('Dylan620', '2011')",net,0.0,2.0,3.0,6.0,10.0,13.0,17.0,20.0,27.0,30.0,32.0,41.0,47.0,52.0,51.0,50.0,41.0,36.0
"('E2eamon', '2011')",net,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,13.0,15.0,19.0,19.0,24.0,24.0,22.0,18.0,12.0
"('Ebikeguy', '2011')",net,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-3.0,-4.0,-4.0,-5.0,-5.0,-5.0,-7.0,-8.0,-8.0,-8.0
"('GiantSnowman', '2011')",net,1.0,2.0,4.0,6.0,7.0,6.0,5.0,7.0,9.0,12.0,10.0,13.0,12.0,13.0,19.0,21.0,31.0,39.0
"('Glane23', '2011')",net,1.0,2.0,1.0,2.0,4.0,4.0,4.0,6.0,7.0,4.0,6.0,8.0,9.0,12.0,16.0,19.0,22.0,21.0
"('Guoguo12', '2011')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,8.0,10.0,11.0,14.0,17.0,19.0,22.0,23.0,25.0,24.0
"('Hazard-SJ', '2011')",net,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,-2.0,-4.0,-6.0,-6.0,-6.0,-7.0,-7.0,-7.0,-8.0,-12.0,-14.0
"('ItsZippy', '2011')",net,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-3.0,-1.0,-2.0,-2.0,-2.0,-3.0
"('JÃ©skÃ© Couriano', '2011')",net,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,-1.0,-2.0,-4.0,-4.0,-5.0,-7.0,-7.0,-9.0,-13.0
"('Jsfouche', '2011')",net,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,2.0,4.0,8.0,12.0,17.0,21.0,18.0,22.0,19.0
"('Logan', '2011')",net,1.0,2.0,3.0,5.0,8.0,7.0,10.0,12.0,18.0,23.0,28.0,36.0,42.0,48.0,53.0,54.0,46.0,48.0
"('My76Strat', '2011')",net,1.0,2.0,3.0,5.0,7.0,10.0,12.0,13.0,13.0,14.0,11.0,7.0,4.0,1.0,1.0,1.0,-3.0,0.0
"('N419BH', '2011')",net,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,-1.0,-1.0,-1.0,0.0,-4.0,-4.0,-7.0,-6.0,-7.0
"('N5iln', '2011')",net,1.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,6.0,6.0,9.0,11.0,11.0,14.0,19.0,27.0,25.0,25.0
"('Neutralhomer', '2011')",net,1.0,0.0,-1.0,-1.0,-1.0,-3.0,0.0,0.0,2.0,-2.0,-2.0,-1.0,-2.0,2.0,4.0,9.0,6.0,0.0
"('NickPenguin', '2011')",net,1.0,0.0,-1.0,-2.0,-2.0,-3.0,-5.0,-6.0,-4.0,-6.0,-6.0,-5.0,-2.0,6.0,10.0,14.0,17.0,21.0
"('RadioFan', '2011')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,0.0,-2.0,-2.0,-5.0,-8.0,-10.0,-14.0
"('Reenem', '2011')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-5.0,-7.0,-6.0,-6.0,-7.0,-8.0,-11.0,-13.0,-15.0,-16.0
"('Rehman', '2011')",net,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,-3.0,-5.0,-6.0,-9.0
"('Richardcavell', '2011')",net,1.0,1.0,2.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,-1.0,-1.0,-2.0,3.0,1.0,2.0
"('RobertMfromLI', '2011')",net,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0
"('Snottywong', '2011')",net,1.0,2.0,1.0,2.0,3.0,6.0,6.0,7.0,11.0,8.0,5.0,8.0,11.0,10.0,4.0,5.0,3.0,1.0
"('Staffwaterboy', '2011')",net,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-3.0,-4.0,-2.0,-4.0,-6.0,-8.0,-8.0,-9.0,-12.0,-15.0,-18.0
"('Steven Zhang', '2011')",net,2.0,4.0,5.0,7.0,9.0,12.0,16.0,20.0,27.0,34.0,42.0,54.0,61.0,70.0,73.0,80.0,81.0,78.0
"('Ttonyb1', '2011')",net,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,3.0,5.0,7.0,8.0,11.0,10.0
"('7', '2010')",net,1.0,2.0,1.0,3.0,5.0,8.0,10.0,13.0,17.0,21.0,26.0,34.0,41.0,51.0,60.0,70.0,79.0,90.0
"('Airplaneman', '2010')",net,2.0,4.0,5.0,7.0,7.0,11.0,11.0,16.0,16.0,13.0,9.0,22.0,34.0,51.0,69.0,87.0,102.0,127.0
"('AlexandrDmitri', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,13.0,16.0,21.0,26.0,32.0,40.0,48.0,57.0,68.0,77.0,77.0,87.0
"('Amatulic', '2010')",net,1.0,2.0,3.0,4.0,6.0,8.0,11.0,12.0,16.0,20.0,25.0,28.0,34.0,42.0,50.0,57.0,65.0,78.0
"('Arsenikk', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,14.0,16.0,22.0,27.0,33.0,41.0,49.0,60.0,71.0,80.0,91.0,106.0
"('Barek', '2010')",net,0.0,0.0,1.0,2.0,4.0,6.0,7.0,9.0,12.0,16.0,19.0,24.0,29.0,36.0,42.0,48.0,55.0,65.0
"('BigDom', '2010')",net,2.0,3.0,5.0,8.0,10.0,12.0,11.0,11.0,13.0,17.0,24.0,24.0,22.0,39.0,53.0,68.0,78.0,76.0
"('Blurpeace', '2010')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,13.0,15.0,17.0,21.0,28.0,33.0,41.0,48.0,57.0,66.0,76.0
"('Bradjamesbrown', '2010')",net,1.0,2.0,3.0,6.0,8.0,11.0,14.0,17.0,22.0,28.0,34.0,42.0,50.0,61.0,72.0,83.0,94.0,111.0
"('Bsadowski1', '2010')",net,1.0,2.0,3.0,6.0,8.0,8.0,9.0,12.0,17.0,23.0,28.0,36.0,42.0,42.0,45.0,47.0,42.0,46.0
"('Bwilkins', '2010')",net,1.0,2.0,3.0,6.0,9.0,12.0,14.0,15.0,21.0,27.0,32.0,39.0,46.0,56.0,64.0,75.0,85.0,98.0
"('Calmer Waters', '2010')",net,1.0,2.0,2.0,3.0,4.0,6.0,8.0,10.0,13.0,18.0,22.0,29.0,35.0,42.0,50.0,57.0,66.0,79.0
"('Ceranthor', '2010')",net,1.0,3.0,4.0,7.0,10.0,14.0,17.0,21.0,27.0,34.0,41.0,51.0,62.0,73.0,85.0,99.0,112.0,129.0
"('Connormah', '2010')",net,1.0,0.0,1.0,-3.0,-3.0,-5.0,-5.0,-3.0,7.0,15.0,26.0,41.0,43.0,58.0,84.0,91.0,111.0,146.0
"('Dabomb87', '2010')",net,2.0,4.0,6.0,9.0,14.0,19.0,24.0,28.0,38.0,47.0,57.0,71.0,85.0,104.0,123.0,142.0,160.0,188.0
"('Dana boomer', '2010')",net,1.0,2.0,4.0,6.0,9.0,12.0,16.0,19.0,25.0,31.0,37.0,46.0,55.0,66.0,79.0,90.0,102.0,120.0
"('Diannaa', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,13.0,15.0,19.0,23.0,28.0,36.0,40.0,48.0,55.0,60.0,68.0,80.0
"('Eagles247', '2010')",net,1.0,3.0,4.0,6.0,10.0,13.0,16.0,19.0,26.0,32.0,38.0,44.0,53.0,65.0,78.0,91.0,104.0,123.0
"('Elen of the Roads', '2010')",net,2.0,4.0,6.0,9.0,14.0,17.0,22.0,27.0,36.0,45.0,53.0,66.0,77.0,96.0,109.0,127.0,141.0,163.0
"('Elockid', '2010')",net,1.0,2.0,3.0,5.0,8.0,10.0,12.0,15.0,20.0,25.0,26.0,32.0,38.0,48.0,57.0,66.0,74.0,79.0
"('Eustress', '2010')",net,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,15.0,18.0,22.0,27.0,32.0,39.0,46.0,54.0,58.0,69.0
"('Everyking', '2010')",net,0.0,0.0,0.0,4.0,6.0,8.0,11.0,14.0,22.0,26.0,33.0,39.0,53.0,60.0,72.0,90.0,104.0,123.0
"('Excirial', '2010')",net,1.0,0.0,1.0,4.0,6.0,9.0,12.0,15.0,20.0,26.0,32.0,39.0,47.0,58.0,69.0,80.0,89.0,106.0
"('Fainites', '2010')",net,1.0,2.0,3.0,6.0,9.0,11.0,14.0,17.0,23.0,28.0,34.0,43.0,51.0,63.0,74.0,86.0,97.0,114.0
"('Father Goose', '2010')",net,1.0,1.0,2.0,3.0,4.0,3.0,5.0,7.0,10.0,13.0,17.0,17.0,20.0,25.0,29.0,36.0,42.0,52.0
"('Favonian', '2010')",net,1.0,3.0,4.0,7.0,10.0,13.0,16.0,20.0,26.0,33.0,38.0,48.0,56.0,68.0,79.0,92.0,105.0,125.0
"('Fetchcomms', '2010')",net,1.0,3.0,4.0,6.0,9.0,13.0,16.0,19.0,25.0,32.0,37.0,46.0,56.0,68.0,80.0,92.0,105.0,124.0
"('Floquenbeam', '2010')",net,1.0,3.0,4.0,7.0,11.0,14.0,18.0,22.0,27.0,34.0,41.0,49.0,53.0,64.0,70.0,66.0,69.0,85.0
"('GorillaWarfare', '2010')",net,0.0,-1.0,-2.0,0.0,0.0,3.0,6.0,7.0,8.0,12.0,15.0,20.0,22.0,26.0,35.0,40.0,49.0,51.0
"('Grondemar', '2010')",net,1.0,2.0,3.0,5.0,6.0,8.0,10.0,12.0,17.0,20.0,25.0,32.0,39.0,48.0,55.0,65.0,74.0,84.0
"('HelloAnnyong', '2010')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,13.0,18.0,22.0,27.0,33.0,40.0,49.0,58.0,67.0,74.0,87.0
"('HJ Mitchell', '2010')",net,1.0,3.0,4.0,7.0,10.0,14.0,17.0,21.0,28.0,34.0,39.0,48.0,56.0,62.0,66.0,75.0,80.0,93.0
"('J04n', '2010')",net,1.0,1.0,2.0,3.0,5.0,6.0,8.0,10.0,13.0,16.0,19.0,24.0,29.0,35.0,41.0,47.0,53.0,63.0
"('JamesBWatson', '2010')",net,1.0,2.0,3.0,6.0,9.0,11.0,14.0,17.0,23.0,28.0,34.0,43.0,51.0,63.0,74.0,82.0,85.0,93.0
"('Jamesofur', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,12.0,13.0,19.0,22.0,25.0,31.0,37.0,42.0,52.0,59.0,60.0,66.0
"('Jmh649', '2010')",net,1.0,2.0,3.0,5.0,5.0,8.0,11.0,11.0,16.0,19.0,23.0,28.0,35.0,38.0,47.0,61.0,70.0,85.0
"('Joe Decker', '2010')",net,1.0,2.0,3.0,4.0,6.0,9.0,11.0,13.0,17.0,22.0,26.0,32.0,39.0,47.0,50.0,58.0,63.0,71.0
"('Jujutacular', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,24.0,30.0,36.0,43.0,51.0,58.0,66.0,78.0
"('Kingpin13', '2010')",net,1.0,2.0,3.0,6.0,9.0,12.0,14.0,17.0,23.0,29.0,34.0,43.0,52.0,63.0,75.0,86.0,98.0,115.0
"('Kww', '2010')",net,1.0,3.0,4.0,7.0,11.0,15.0,18.0,22.0,30.0,37.0,44.0,55.0,61.0,72.0,87.0,97.0,112.0,127.0
"('Leonard^Bloom', '2010')",net,1.0,2.0,3.0,6.0,8.0,11.0,14.0,17.0,22.0,28.0,33.0,42.0,50.0,59.0,66.0,73.0,80.0,96.0
"('Leyo', '2010')",net,1.0,1.0,2.0,4.0,6.0,9.0,11.0,14.0,19.0,24.0,29.0,32.0,38.0,46.0,56.0,64.0,74.0,89.0
"('Looie496', '2010')",net,1.0,2.0,4.0,6.0,9.0,12.0,15.0,18.0,24.0,28.0,34.0,40.0,49.0,58.0,68.0,80.0,90.0,104.0
"('Magog the Ogre', '2010')",net,1.0,1.0,2.0,4.0,5.0,7.0,9.0,11.0,12.0,16.0,20.0,25.0,30.0,36.0,43.0,47.0,54.0,61.0
"('Mandsford', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,18.0,22.0,27.0,31.0,34.0,33.0,39.0,38.0,43.0
"('MGA73', '2010')",net,0.0,1.0,2.0,3.0,6.0,9.0,12.0,14.0,20.0,25.0,30.0,36.0,42.0,46.0,52.0,60.0,67.0,82.0
"('Michig', '2010')",net,1.0,2.0,3.0,4.0,6.0,8.0,11.0,13.0,17.0,21.0,26.0,31.0,37.0,46.0,54.0,63.0,71.0,83.0
"('Mike Cline', '2010')",net,1.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,8.0,13.0,12.0,17.0,21.0,28.0,35.0,36.0,40.0,50.0
"('Mkativerata', '2010')",net,1.0,2.0,3.0,6.0,9.0,12.0,14.0,17.0,23.0,29.0,34.0,43.0,52.0,63.0,75.0,85.0,95.0,111.0
"('NativeForeigner', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,17.0,21.0,27.0,31.0,36.0,40.0,46.0,48.0,57.0
"('Nev1', '2010')",net,2.0,3.0,5.0,9.0,13.0,17.0,22.0,26.0,34.0,43.0,52.0,62.0,71.0,77.0,90.0,103.0,116.0,128.0
"('Nikkimaria', '2010')",net,1.0,2.0,3.0,5.0,7.0,9.0,12.0,14.0,19.0,24.0,28.0,35.0,42.0,50.0,59.0,68.0,78.0,92.0
"('Olaf Davis', '2010')",net,1.0,2.0,4.0,6.0,9.0,12.0,13.0,16.0,20.0,25.0,29.0,36.0,45.0,56.0,66.0,75.0,87.0,103.0
"('Panyd', '2010')",net,2.0,3.0,3.0,0.0,-2.0,0.0,-3.0,-1.0,-2.0,-4.0,-10.0,-9.0,3.0,19.0,35.0,51.0,67.0,90.0
"('Phantomsteve', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,14.0,16.0,22.0,25.0,31.0,39.0,47.0,58.0,69.0,80.0,91.0,107.0
"('Polargeo', '2010')",net,-1.0,1.0,2.0,4.0,8.0,11.0,14.0,17.0,24.0,30.0,36.0,46.0,56.0,68.0,81.0,94.0,105.0,122.0
"('PresN', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,8.0,10.0,13.0,17.0,19.0,25.0,30.0,36.0,40.0,48.0,55.0,60.0
"('Rlendog', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,13.0,16.0,20.0,25.0,31.0,38.0,45.0,55.0,66.0,77.0,86.0,100.0
"('Ron Ritzman', '2010')",net,2.0,3.0,3.0,5.0,9.0,11.0,15.0,20.0,28.0,36.0,44.0,56.0,66.0,74.0,81.0,89.0,99.0,119.0
"('Shirik', '2010')",net,1.0,2.0,3.0,5.0,8.0,11.0,14.0,14.0,20.0,25.0,30.0,38.0,46.0,56.0,67.0,76.0,85.0,99.0
"('Soap', '2010')",net,2.0,4.0,5.0,9.0,14.0,18.0,22.0,27.0,36.0,45.0,54.0,68.0,81.0,99.0,117.0,135.0,153.0,180.0
"('Sphilbrick', '2010')",net,1.0,3.0,4.0,7.0,9.0,11.0,15.0,18.0,24.0,29.0,36.0,42.0,51.0,59.0,70.0,76.0,87.0,102.0
"('Taelus', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,11.0,15.0,19.0,23.0,27.0,33.0,41.0,44.0,50.0,55.0,64.0
"('TFOWR', '2010')",net,1.0,2.0,3.0,6.0,6.0,9.0,12.0,15.0,21.0,26.0,32.0,40.0,49.0,60.0,65.0,76.0,87.0,99.0
"('The Wordsmith', '2010')",net,1.0,2.0,4.0,6.0,9.0,12.0,15.0,18.0,24.0,30.0,36.0,45.0,54.0,67.0,79.0,91.0,102.0,116.0
"('TheCatalyst31', '2010')",net,1.0,2.0,3.0,5.0,7.0,9.0,11.0,14.0,14.0,15.0,17.0,17.0,21.0,26.0,34.0,38.0,45.0,56.0
"('Theleftorium', '2010')",net,1.0,2.0,4.0,6.0,9.0,12.0,15.0,18.0,24.0,30.0,36.0,45.0,54.0,66.0,78.0,90.0,102.0,120.0
"('Thumperward', '2010')",net,2.0,3.0,5.0,8.0,12.0,16.0,19.0,21.0,29.0,37.0,40.0,47.0,49.0,52.0,59.0,64.0,73.0,74.0
"('Tide rolls', '2010')",net,2.0,3.0,5.0,8.0,12.0,16.0,21.0,25.0,33.0,40.0,49.0,61.0,73.0,90.0,106.0,123.0,137.0,159.0
"('Tim Song', '2010')",net,1.0,3.0,2.0,5.0,7.0,11.0,14.0,17.0,25.0,32.0,38.0,48.0,57.0,62.0,73.0,80.0,89.0,100.0
"('VejvanÄ\x8dickÃ½', '2010')",net,1.0,2.0,3.0,5.0,7.0,9.0,12.0,14.0,19.0,22.0,27.0,34.0,41.0,50.0,58.0,68.0,77.0,88.0
"('VernoWhitney', '2010')",net,2.0,3.0,5.0,6.0,10.0,14.0,16.0,20.0,26.0,31.0,39.0,51.0,63.0,74.0,90.0,106.0,122.0,142.0
"('Waldir', '2010')",net,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,16.0,20.0,22.0,28.0,33.0,40.0,48.0,56.0,63.0,75.0
"('Wifione', '2010')",net,1.0,2.0,3.0,6.0,9.0,12.0,14.0,17.0,23.0,29.0,33.0,39.0,47.0,55.0,57.0,65.0,67.0,68.0
"('WOSlinker', '2010')",net,1.0,2.0,3.0,4.0,7.0,9.0,11.0,13.0,18.0,22.0,26.0,33.0,40.0,48.0,53.0,62.0,68.0,79.0
"('28bytes', '2010')",net,-1.0,-1.0,0.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,8.0,4.0,6.0,9.0,9.0,6.0
"('Access Denied', '2010')",net,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,-1.0,-5.0,-7.0,-9.0,-10.0,-15.0
"('Addihockey10', '2010')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-5.0,-7.0,-8.0,-11.0,-13.0,-16.0,-17.0,-21.0,-25.0,-30.0
"('Aiken drum', '2010')",net,0.0,0.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,-2.0,-7.0,-8.0,-12.0
"('Alan16', '2010')",net,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0,-1.0,-2.0,-3.0,-6.0,-8.0,-7.0,-9.0,-11.0,-15.0
"('Alansohn', '2010')",net,1.0,2.0,3.0,3.0,4.0,6.0,9.0,10.0,11.0,10.0,9.0,8.0,2.0,-4.0,-7.0,-11.0,-10.0,-17.0
"('ArcAngel', '2010')",net,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-3.0,-4.0,-4.0,-4.0,-6.0,-7.0,-8.0,-11.0,-11.0,-15.0,-15.0,-18.0
"('Armbrust', '2010')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-4.0,-4.0,-5.0,-4.0,-6.0,-7.0,-7.0,-6.0,-8.0,-5.0,-4.0,-5.0,-4.0
"('Blanchardb', '2010')",net,1.0,2.0,2.0,4.0,6.0,5.0,7.0,10.0,13.0,16.0,19.0,21.0,24.0,22.0,22.0,24.0,21.0,17.0
"('Cgoodwin', '2010')",net,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,6.0,8.0,11.0,9.0,10.0,8.0,7.0,9.0,2.0,-5.0
"('Crotalus horridus', '2010')",net,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-2.0,-4.0,-6.0,-8.0,-12.0,-15.0,-16.0,-17.0,-21.0
"('DeltaQuad', '2010')",net,1.0,2.0,3.0,6.0,8.0,11.0,14.0,16.0,22.0,26.0,24.0,24.0,23.0,22.0,18.0,20.0,25.0,30.0
"('Dr Dec', '2010')",net,1.0,1.0,2.0,2.0,1.0,0.0,0.0,-2.0,-4.0,-7.0,-8.0,-10.0,-10.0,-12.0,-14.0,-16.0,-18.0,-22.0
"('Dusti', '2010')",net,1.0,1.0,1.0,2.0,1.0,0.0,0.0,-1.0,-3.0,-4.0,-6.0,-7.0,-7.0,-11.0,-14.0,-18.0,-20.0,-19.0
"('Falcon8765', '2010')",net,1.0,1.0,2.0,3.0,5.0,7.0,9.0,10.0,10.0,12.0,12.0,17.0,14.0,13.0,18.0,21.0,19.0,15.0
"('Gobbleswoggler', '2010')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-3.0,-5.0,-5.0,-6.0,-9.0,-12.0,-15.0,-19.0,-21.0,-22.0,-27.0
"('Guoguo12', '2010')",net,1.0,1.0,1.0,2.0,1.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1.0,3.0,-1.0
"('Hadger', '2010')",net,1.0,1.0,1.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-4.0,-7.0,-9.0,-10.0
"('Herostratus', '2010')",net,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,-1.0,-4.0,-8.0,-1.0,8.0,17.0,22.0,28.0,31.0,30.0
"('Immunize', '2010')",net,0.0,0.0,0.0,-1.0,-2.0,-4.0,-4.0,-5.0,-6.0,-5.0,-7.0,-7.0,-9.0,-13.0,-17.0,-20.0,-23.0,-29.0
"('Ironholds', '2010')",net,1.0,2.0,3.0,4.0,7.0,8.0,11.0,14.0,18.0,21.0,21.0,24.0,23.0,28.0,29.0,23.0,30.0,27.0
"('Jc3s5h', '2010')",net,0.0,1.0,1.0,2.0,4.0,6.0,8.0,7.0,11.0,10.0,14.0,19.0,14.0,15.0,12.0,13.0,13.0,8.0
"('Jeffrey Mall', '2010')",net,1.0,1.0,2.0,3.0,4.0,5.0,7.0,8.0,11.0,13.0,11.0,14.0,10.0,11.0,10.0,11.0,12.0,8.0
"('Jerem43', '2010')",net,1.0,2.0,3.0,4.0,7.0,9.0,9.0,11.0,15.0,17.0,20.0,25.0,26.0,25.0,24.0,22.0,27.0,22.0
"('Jmcw37', '2010')",net,0.0,0.0,-1.0,-2.0,-4.0,-3.0,-4.0,-6.0,-5.0,-6.0,-10.0,-9.0,-12.0,-13.0,-17.0,-22.0,-26.0,-29.0
"('Kingoomieiii', '2010')",net,1.0,2.0,3.0,3.0,6.0,8.0,11.0,12.0,17.0,20.0,22.0,27.0,33.0,32.0,29.0,30.0,31.0,32.0
"('Ktr101', '2010')",net,1.0,1.0,2.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,2.0,-1.0,-5.0,-7.0
"('Ling.Nut', '2010')",net,2.0,4.0,5.0,9.0,14.0,14.0,17.0,19.0,24.0,23.0,24.0,28.0,27.0,29.0,31.0,35.0,42.0,50.0
"('Marcus Qwertyus', '2010')",net,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-1.0,-3.0,-4.0,-6.0,-7.0,-8.0,-11.0,-14.0,-17.0,-19.0,-23.0
"('MC10', '2010')",net,-1.0,-2.0,-3.0,-3.0,-3.0,-6.0,-6.0,-5.0,-9.0,-10.0,-13.0,-18.0,-21.0,-23.0,-27.0,-29.0,-31.0,-31.0
"('Mikael HÃ¤ggstrÃ¶m', '2010')",net,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-3.0,-5.0,-7.0,-4.0,-3.0,-3.0,-1.0,0.0,-1.0,-2.0
"('MWOAP', '2010')",net,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-2.0,-3.0,-4.0,-6.0,-6.0,-6.0,-5.0,-5.0,-3.0,-2.0,-2.0,-4.0
"('Mysdaao', '2010')",net,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,2.0
"('MZMcBride', '2010')",net,-2.0,-4.0,-5.0,-5.0,-7.0,-9.0,-11.0,-16.0,-22.0,-25.0,-27.0,-34.0,-39.0,-48.0,-54.0,-56.0,-60.0,-69.0
"('Nosleep', '2010')",net,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,-1.0,0.0,-2.0,-5.0,-5.0,-6.0
"('Osarius', '2010')",net,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,-3.0,-5.0,-7.0,-6.0,-10.0,-12.0,-13.0,-15.0,-18.0
"('Otherlleft', '2010')",net,-1.0,-1.0,0.0,1.0,1.0,3.0,4.0,5.0,6.0,9.0,10.0,14.0,18.0,23.0,22.0,22.0,24.0,28.0
"('Rami R', '2010')",net,1.0,2.0,3.0,4.0,7.0,9.0,9.0,8.0,10.0,10.0,11.0,17.0,23.0,26.0,34.0,37.0,38.0,37.0
"('RandomStringOfCharacters', '2010')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-5.0,-3.0,-4.0,-3.0,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0
"('Redthoreau', '2010')",net,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,2.0,1.0,0.0,-4.0
"('Reenem', '2010')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-3.0,-4.0,-5.0,-6.0,-8.0,-9.0,-11.0,-14.0,-15.0,-17.0,-18.0,-22.0
"('Rehman', '2010')",net,-1.0,-1.0,-1.0,-2.0,-3.0,-2.0,-3.0,-4.0,-5.0,-4.0,-5.0,-5.0,-6.0,-8.0,-10.0,-13.0,-17.0,-25.0
"('Richardcavell', '2010')",net,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,-2.0,-2.0,-4.0,-6.0,-9.0,-14.0,-13.0,-13.0,-15.0,-15.0
"('Richwales', '2010')",net,1.0,2.0,3.0,6.0,8.0,11.0,12.0,12.0,14.0,17.0,18.0,20.0,25.0,23.0,18.0,18.0,12.0,13.0
"('S Marshall', '2010')",net,1.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,7.0,9.0,12.0,15.0,18.0,20.0,23.0,23.0,26.0
"('Sam Blacketer', '2010')",net,1.0,2.0,3.0,2.0,1.0,-2.0,0.0,-3.0,-5.0,-9.0,-13.0,-21.0,-23.0,-25.0,-31.0,-34.0,-40.0,-49.0
"('Secret', '2010')",net,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,6.0,7.0,9.0,9.0,11.0,12.0,15.0,13.0,11.0,9.0
"('Silver seren', '2010')",net,1.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,6.0,4.0,1.0,1.0,2.0,1.0,0.0,-3.0,-7.0
"('Skater', '2010')",net,1.0,1.0,2.0,1.0,0.0,0.0,-1.0,-1.0,-4.0,-4.0,-5.0,-9.0,-7.0,-10.0,-9.0,-13.0,-11.0,-10.0
"('Slon02', '2010')",net,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,-3.0,-4.0,-5.0,-3.0,-4.0,-4.0,-3.0,-3.0,-5.0,-7.0,-9.0,-10.0
